FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,348451,537753,,,
,,,373009,676292,,,
,,,380460,176338,,,
,,,380575,783964,,,
,,,383503,144877,,,
,,,391208,114950,,,
,,,401563,788898,,,
,,,431528,770870,,,
,,,432519,133346,,,
,,,486317,175351,,,
,,,518079,239385,,,
,,,524983,216052,,,
,,,585691,738058,,,
,,,600222,152474,,,
,,,626828,512775,,,
,,,636141,191499,,,
,,,640547,763656,,,
,,,655773,943467,,,
,,,663555,760977,,,
,,,694772,435800,,,
,,,794419,297791,,,
,,,818909,104424,,,
,,,847058,702375,,,
,,,890278,722612,,,
,,,928266,622043,,,
,,,971812,076997,,,
,,,003240,012063,,,
,,,010257,018243,,,
,,,012897,040522,,,
,,,055581,058000,,,
,,,083806,070098,,,
,,,152394,071224,,,
,,,171246,071324,,,
,,,189228,083856,,,
,,,197537,106949,,,
,,,230460,109343,,,
,,,239865,124607,,,
,,,240811,133076,,,
,,,245041,162013,,,
,,,280496,168956,,,
,,,284027,181622,,,
,,,294055,192276,,,
,,,301649,198041,,,
,,,327929,201845,,,
,,,332524,204130,,,
,,,337603,206219,,,
,,,354084,218245,,,
,,,450154,221679,,,
,,,451650,228241,,,
,,,469958,231448,,,
,,,479322,239045,,,
,,,480415,244234,,,
,,,510039,267455,,,
,,,521919,275472,,,
,,,531860,282324,,,
,,,557978,286882,,,
,,,558172,292316,,,
,,,569714,295015,,,
,,,573258,319274,,,
,,,646643,319614,,,
,,,657554,333038,,,
,,,688798,348785,,,
,,,706285,359957,,,
,,,741276,392228,,,
,,,764357,406012,,,
,,,765822,437295,,,
,,,785874,451035,,,
,,,851245,456799,,,
,,,859342,462059,,,
,,,930569,468806,,,
,,,932699,481478,,,
,,,968961,490813,,,
,,,969655,492984,,,
,,,979293,494802,,,
,,,988073,510724,,,
,,,997199,521876,,,
,,,005506,536461,,,
,,,064542,552220,,,
,,,065720,558209,,,
,,,069532,574965,,,
,,,079667,577141,,,
,,,090184,577160,,,
,,,114403,580366,,,
,,,136488,592388,,,
,,,136625,598095,,,
,,,202161,599514,,,
,,,215167,607926,,,
,,,229333,630174,,,
,,,231038,694424,,,
,,,242426,695210,,,
,,,258587,701688,,,
,,,274781,701757,,,
,,,331399,706997,,,
,,,351828,712251,,,
,,,375654,718873,,,
,,,387664,721599,,,
,,,394310,725221,,,
,,,397918,731030,,,
,,,405470,738890,,,
,,,410745,755421,,,
,,,428651,758151,,,
,,,474975,768142,,,
,,,485916,772211,,,
,,,595421,776145,,,
,,,621889,776699,,,
,,,635429,777354,,,
,,,676348,803641,,,
,,,693977,820689,,,
,,,716196,829391,,,
,,,724221,834365,,,
,,,751831,850740,,,
,,,781821,867670,,,
,,,783247,878598,,,
,,,791429,907668,,,
,,,794371,919049,,,
,,,806686,943189,,,
,,,811971,948413,,,
,,,819344,955201,,,
,,,826881,960017,,,
,,,839892,964609,,,
,,,841722,979096,,,
,,,843133,979778,,,
,,,874636,983654,,,
,,,897386,990256,,,
,,,957300,993618,,,
,,,989819,998325,,,
,,,005297,008206,,,
,,,027175,011469,,,
,,,034358,019317,,,
,,,055970,032713,,,
,,,100858,035185,,,
,,,143532,036988,,,
,,,151262,038207,,,
,,,160471,063731,,,
,,,175123,064213,,,
,,,175672,098436,,,
,,,183328,101973,,,
,,,203467,123649,,,
,,,207682,127181,,,
,,,221131,132749,,,
,,,285542,133872,,,
,,,308705,138406,,,
,,,309366,143990,,,
,,,426987,155647,,,
,,,428397,155878,,,
,,,434884,174943,,,
,,,457316,181370,,,
,,,464915,196986,,,
,,,477041,205045,,,
,,,542542,213396,,,
,,,558734,222550,,,
,,,561361,238737,,,
,,,580426,238781,,,
,,,626565,242408,,,
,,,674499,250409,,,
,,,692634,272585,,,
,,,692884,283540,,,
,,,725352,301631,,,
,,,727202,307081,,,
,,,761363,307677,,,
,,,795866,309439,,,
,,,813010,311044,,,
,,,835838,328644,,,
,,,840597,340027,,,
,,,883250,344539,,,
,,,888874,358160,,,
,,,891564,359321,,,
,,,895659,362819,,,
,,,927093,401469,,,
,,,936443,403689,,,
,,,967956,408292,,,
,,,984090,415319,,,
,,,986826,415701,,,
,,,990225,434147,,,
,,,994258,436695,,,
,,,996299,445994,,,
,,,012061,449764,,,
,,,029012,451891,,,
,,,049521,453285,,,
,,,061529,463831,,,
,,,067961,465907,,,
,,,073383,476179,,,
,,,124440,493309,,,
,,,150387,495588,,,
,,,176051,500536,,,
,,,211871,515078,,,
,,,233953,544176,,,
,,,257914,562308,,,
,,,309735,572622,,,
,,,321221,576437,,,
,,,328154,586952,,,
,,,345280,605709,,,
,,,349182,610011,,,
,,,354803,615247,,,
,,,359850,617356,,,
,,,369162,630215,,,
,,,397666,632857,,,
,,,426532,637289,,,
,,,427791,640529,,,
,,,488810,641758,,,
,,,499114,653032,,,
,,,509948,680140,,,
,,,514897,680816,,,
,,,524520,682729,,,
,,,589075,686156,,,
,,,614173,703618,,,
,,,638556,715930,,,
,,,701895,750742,,,
,,,730363,772400,,,
,,,739616,805468,,,
,,,751388,811353,,,
,,,754239,826768,,,
,,,766634,835734,,,
,,,840669,836355,,,
,,,861955,845854,,,
,,,877076,864757,,,
,,,877517,869478,,,
,,,878822,871784,,,
,,,885427,875885,,,
,,,891514,879856,,,
,,,891843,895015,,,
,,,901129,895401,,,
,,,955475,909598,,,
,,,968275,957207,,,
,,,987149,977105,,,
,,,999519,989540,,,
,,,014071,005545,,,
,,,028834,019221,,,
,,,053631,021759,,,
,,,078013,023271,,,
,,,176282,036550,,,
,,,196914,055989,,,
,,,207593,063646,,,
,,,218356,067336,,,
,,,246179,076338,,,
,,,263376,079763,,,
,,,269579,081191,,,
,,,274186,089188,,,
,,,300809,096797,,,
,,,308954,134236,,,
,,,309514,135815,,,
,,,364521,138115,,,
,,,368894,145246,,,
,,,421072,149825,,,
,,,434405,159066,,,
,,,434511,159362,,,
,,,455079,163196,,,
,,,463899,176675,,,
,,,475060,198609,,,
,,,484426,206764,,,
,,,514668,253028,,,
,,,527145,256078,,,
,,,531994,262209,,,
,,,584324,292641,,,
,,,589944,294931,,,
,,,593114,301794,,,
,,,596401,304584,,,
,,,601054,307677,,,
,,,607943,309773,,,
,,,661670,312123,,,
,,,663975,328014,,,
,,,665146,341876,,,
,,,684392,349000,,,
,,,694875,364298,,,
,,,737640,365596,,,
,,,749521,384143,,,
,,,750390,385683,,,
,,,755614,399598,,,
,,,816244,410691,,,
,,,828046,426593,,,
,,,836910,436185,,,
,,,865799,439063,,,
,,,873276,440133,,,
,,,921508,440586,,,
,,,952546,457472,,,
,,,995048,479180,,,
,,,022365,490103,,,
,,,078746,507414,,,
,,,151927,517882,,,
,,,192339,525010,,,
,,,277993,546433,,,
,,,523887,546722,,,
,,,630831,552952,,,
,,,714385,554055,,,
,,,821426,556469,,,
,,,924418,557441,,,
,,,028885,568355,,,
,,,125565,579475,,,
,,,171277,606734,,,
,,,199845,631013,,,
,,,356702,635168,,,
,,,526206,658801,,,
,,,639495,673670,,,
,,,727410,679635,,,
,,,873096,717048,,,
,,,936116,728084,,,
,,,031449,730068,,,
,,,128271,731551,,,
,,,175685,732159,,,
,,,225639,741665,,,
,,,380980,745564,,,
,,,555832,749931,,,
,,,678899,750416,,,
,,,762466,755896,,,
,,,874192,758384,,,
,,,944148,769491,,,
,,,033237,784635,,,
,,,137440,792604,,,
,,,186569,797625,,,
,,,238993,798563,,,
,,,461254,830565,,,
,,,607454,835634,,,
,,,682270,836164,,,
,,,788603,845112,,,
,,,880483,857944,,,
,,,959297,874424,,,
,,,035109,882938,,,
,,,149712,912011,,,
,,,189418,926269,,,
,,,257600,942159,,,
,,,478628,962464,,,
,,,625016,966662,,,
,,,696993,967353,,,
,,,816808,969351,,,
,,,899385,969443,,,
,,,974853,978041,,,
,,,023080,004951,,,
,,,049468,007089,,,
,,,055541,041344,,,
,,,079404,052450,,,
,,,095259,073460,,,
,,,122613,080604,,,
,,,130743,105393,,,
,,,135064,107110,,,
,,,144386,133088,,,
,,,188799,136030,,,
,,,194544,142159,,,
,,,196974,143556,,,
,,,208542,169341,,,
,,,217647,177881,,,
,,,224338,202144,,,
,,,230927,209399,,,
,,,246426,217560,,,
,,,268325,232595,,,
,,,316212,232986,,,
,,,324364,241798,,,
,,,366845,251293,,,
,,,408085,259939,,,
,,,443833,262476,,,
,,,461527,265134,,,
,,,474806,286896,,,
,,,477834,333890,,,
,,,494772,335457,,,
,,,500731,339321,,,
,,,520773,342731,,,
,,,556436,352112,,,
,,,565590,354171,,,
,,,568522,362377,,,
,,,570532,365217,,,
,,,576419,370416,,,
,,,595168,374272,,,
,,,599277,374573,,,
,,,686738,391132,,,
,,,695575,404249,,,
,,,716881,416074,,,
,,,717731,416927,,,
,,,732208,427949,,,
,,,732917,434435,,,
,,,751607,470990,,,
,,,758213,486193,,,
,,,760876,486214,,,
,,,791625,504665,,,
,,,791877,510083,,,
,,,855574,512238,,,
,,,970072,523200,,,
,,,997372,542093,,,
,,,054442,546967,,,
,,,063901,547334,,,
,,,068993,568225,,,
,,,078780,591076,,,
,,,086268,607910,,,
,,,096967,633418,,,
,,,103469,641369,,,
,,,111416,655097,,,
,,,134494,677713,,,
,,,152338,685288,,,
,,,241076,688040,,,
,,,270526,703815,,,
,,,278915,705744,,,
,,,323950,706313,,,
,,,357031,712014,,,
,,,359022,719235,,,
,,,362307,721316,,,
,,,397576,724442,,,
,,,413078,724650,,,
,,,414891,729575,,,
,,,423842,730084,,,
,,,436867,732013,,,
,,,470625,741513,,,
,,,488187,742611,,,
,,,539113,759548,,,
,,,551361,778611,,,
,,,556998,788199,,,
,,,591077,797534,,,
,,,595267,807033,,,
,,,601459,807546,,,
,,,602930,815225,,,
,,,612885,826300,,,
,,,623940,839422,,,
,,,627669,848554,,,
,,,661398,855259,,,
,,,665315,856347,,,
,,,677690,856374,,,
,,,695619,858802,,,
,,,742598,861045,,,
,,,749759,883947,,,
,,,770393,889940,,,
,,,774843,891016,,,
,,,810367,909746,,,
,,,827901,929676,,,
,,,830991,961568,,,
,,,840974,974997,,,
,,,899567,977671,,,
,,,900487,982982,,,
,,,923634,983818,,,
,,,991262,990772,,,
,,,045809,005113,,,
,,,053231,027045,,,
,,,075503,039812,,,
,,,082621,045399,,,
,,,084267,062078,,,
,,,099962,083635,,,
,,,103776,093934,,,
,,,146132,123094,,,
,,,157522,123194,,,
,,,188683,142276,,,
,,,222577,165407,,,
,,,278855,179742,,,
,,,290323,183220,,,
,,,300742,190840,,,
,,,334383,191544,,,
,,,345183,193438,,,
,,,351010,202514,,,
,,,356293,209197,,,
,,,366534,233074,,,
,,,386286,239630,,,
,,,388914,283907,,,
,,,390776,292150,,,
,,,411531,302950,,,
,,,414494,305906,,,
,,,439120,306987,,,
,,,445919,310782,,,
,,,476010,345284,,,
,,,492123,348329,,,
,,,535521,350539,,,
,,,567335,369130,,,
,,,596388,384452,,,
,,,610690,384496,,,
,,,633459,386526,,,
,,,646082,400569,,,
,,,649523,431333,,,
,,,682302,439476,,,
,,,682664,440681,,,
,,,699704,454183,,,
,,,707546,461197,,,
,,,744031,473056,,,
,,,762348,477819,,,
,,,784081,480058,,,
,,,846361,484436,,,
,,,849103,492324,,,
,,,874314,503643,,,
,,,914958,527139,,,
,,,948569,534346,,,
,,,988457,543648,,,
,,,996562,554569,,,
,,,997919,561909,,,
,,,018663,563015,,,
,,,023326,571247,,,
,,,029258,572245,,,
,,,056276,574391,,,
,,,066510,574957,,,
,,,142268,578314,,,
,,,143577,588194,,,
,,,194080,603474,,,
,,,200650,609185,,,
,,,200696,627083,,,
,,,226402,638672,,,
,,,261267,642531,,,
,,,287673,655469,,,
,,,313290,667422,,,
,,,349223,668943,,,
,,,357517,672719,,,
,,,374302,673264,,,
,,,382382,678029,,,
,,,422228,680447,,,
,,,431260,681948,,,
,,,460619,694808,,,
,,,461868,704590,,,
,,,467783,716472,,,
,,,474500,738086,,,
,,,478204,740120,,,
,,,492885,746567,,,
,,,495519,748885,,,
,,,498897,773084,,,
,,,530266,778175,,,
,,,536851,795085,,,
,,,536869,805623,,,
,,,567878,809272,,,
,,,666464,812375,,,
,,,680097,823365,,,
,,,713564,846519,,,
,,,719988,856344,,,
,,,723381,862998,,,
,,,726162,888437,,,
,,,767203,903605,,,
,,,769667,903997,,,
,,,818799,913254,,,
,,,843031,913569,,,
,,,860715,915001,,,
,,,865953,916335,,,
,,,899872,934664,,,
,,,912517,942305,,,
,,,918529,943834,,,
,,,936352,964003,,,
,,,947755,979103,,,
,,,978825,987250,,,
,,,006396,001689,,,
,,,028658,102644,,,
,,,035595,231660,,,
,,,045230,334692,,,
,,,102927,430182,,,
,,,132886,532602,,,
,,,142485,599557,,,
,,,143651,665464,,,
,,,152466,788970,,,
,,,170099,893777,,,
,,,185212,002166,,,
,,,192710,112788,,,
,,,201976,249575,,,
,,,203038,350123,,,
,,,215749,440805,,,
,,,228953,540641,,,
,,,241079,607421,,,
,,,250184,668720,,,
,,,278410,813550,,,
,,,285621,895537,,,
,,,297116,002645,,,
,,,345085,114367,,,
,,,352590,252631,,,
,,,374529,368056,,,
,,,390309,452978,,,
,,,390504,541445,,,
,,,411129,611172,,,
,,,424600,676608,,,
,,,430485,814858,,,
,,,446126,910257,,,
,,,472974,009319,,,
,,,485160,129904,,,
,,,509756,254625,,,
,,,532593,373174,,,
,,,538721,458779,,,
,,,578047,550317,,,
,,,586406,611881,,,
,,,620278,711650,,,
,,,665306,819322,,,
,,,674750,915585,,,
,,,686404,034480,,,
,,,688730,146543,,,
,,,715502,260908,,,
,,,721086,391066,,,
,,,769635,459045,,,
,,,830777,565399,,,
,,,832462,619085,,,
,,,868556,714405,,,
,,,896945,833004,,,
,,,898888,921271,,,
,,,038640,064897,,,
,,,053966,155625,,,
,,,065711,261848,,,
,,,092407,393320,,,
,,,115729,485335,,,
,,,124114,570171,,,
,,,208006,624266,,,
,,,220308,766798,,,
,,,225962,847532,,,
,,,233464,939755,,,
,,,253356,066585,,,
,,,272358,174292,,,
,,,288442,267853,,,
,,,300793,402828,,,
,,,308217,485852,,,
,,,332818,583560,,,
,,,365636,645332,,,
,,,396239,767111,,,
,,,446083,865060,,,
,,,447326,954081,,,
,,,466185,069257,,,
,,,467728,201492,,,
,,,482319,305217,,,
,,,499345,407671,,,
,,,528828,500177,,,
,,,533774,584922,,,
,,,553324,646044,,,
,,,562671,779527,,,
,,,573093,866930,,,
,,,583070,964958,,,
,,,602068,078644,,,
,,,633244,204001,,,
,,,642311,320611,,,
,,,649356,407844,,,
,,,702530,526374,,,
,,,705313,589739,,,
,,,739096,649923,,,
,,,744470,780325,,,
,,,759498,867541,,,
,,,764768,974694,,,
,,,774142,096171,,,
,,,807824,209599,,,
,,,808930,323712,,,
,,,838930,425991,,,
,,,841544,532341,,,
,,,868134,597386,,,
,,,870190,658308,,,
,,,926836,783801,,,
,,,931329,868466,,,
,,,960288,983484,,,
,,,011635,012561,,,
,,,012292,020650,,,
,,,069009,042904,,,
,,,071142,058866,,,
,,,074600,095337,,,
,,,082791,097404,,,
,,,111883,109138,,,
,,,128561,110310,,,
,,,131484,117295,,,
,,,237011,122262,,,
,,,241074,156415,,,
,,,241343,163601,,,
,,,252127,167967,,,
,,,295764,172534,,,
,,,302008,192735,,,
,,,308591,196987,,,
,,,311043,211505,,,
,,,312792,221741,,,
,,,365092,229371,,,
,,,379879,244039,,,
,,,381966,247549,,,
,,,484381,254352,,,
,,,501903,254681,,,
,,,533263,263899,,,
,,,542696,276272,,,
,,,547697,288219,,,
,,,550233,310257,,,
,,,558245,312317,,,
,,,564482,333601,,,
,,,585658,340971,,,
,,,595877,350743,,,
,,,643739,352400,,,
,,,663588,357111,,,
,,,671549,358572,,,
,,,703735,365739,,,
,,,718505,368775,,,
,,,718662,385678,,,
,,,769535,404465,,,
,,,771231,423918,,,
,,,783775,438108,,,
,,,819650,442018,,,
,,,819859,460363,,,
,,,828619,460425,,,
,,,831643,461497,,,
,,,836222,471305,,,
,,,842026,473083,,,
,,,880205,491858,,,
,,,938988,494121,,,
,,,991151,500033,,,
,,,996666,500779,,,
,,,013516,503797,,,
,,,044633,504496,,,
,,,046564,526894,,,
,,,058520,532645,,,
,,,120379,536306,,,
,,,126930,548552,,,
,,,190101,562064,,,
,,,245645,578450,,,
,,,286185,578490,,,
,,,308829,603434,,,
,,,317004,606885,,,
,,,354869,613679,,,
,,,377384,618498,,,
,,,399741,632816,,,
,,,414849,648271,,,
,,,430695,648367,,,
,,,441172,655651,,,
,,,482794,670213,,,
,,,523234,727284,,,
,,,527290,738663,,,
,,,534836,753408,,,
,,,537745,801822,,,
,,,543182,811342,,,
,,,553790,836036,,,
,,,597519,847161,,,
,,,597638,853589,,,
,,,601954,863482,,,
,,,602636,867804,,,
,,,606266,879466,,,
,,,621844,883913,,,
,,,643150,885814,,,
,,,692608,888206,,,
,,,695356,897195,,,
,,,701779,897919,,,
,,,707235,903955,,,
,,,713262,916317,,,
,,,724044,917666,,,
,,,738942,920331,,,
,,,781451,921441,,,
,,,800870,929844,,,
,,,837552,932048,,,
,,,851020,944817,,,
,,,866276,949103,,,
,,,885178,953314,,,
,,,918856,961178,,,
,,,954422,961819,,,
,,,955430,968911,,,
,,,979196,969743,,,
,,,985581,971368,,,
,,,990756,986177,,,
,,,004249,018525,,,
,,,005922,123833,,,
,,,040355,231245,,,
,,,047865,335899,,,
,,,050740,462180,,,
,,,056581,548890,,,
,,,094323,641979,,,
,,,142773,724357,,,
,,,159032,849893,,,
,,,165297,947966,,,
,,,176525,028391,,,
,,,190659,124067,,,
,,,205084,239592,,,
,,,208885,359386,,,
,,,209386,465606,,,
,,,222495,551740,,,
,,,276816,644958,,,
,,,285184,724726,,,
,,,290484,866427,,,
,,,295729,955563,,,
,,,297803,030531,,,
,,,324210,151696,,,
,,,330059,243838,,,
,,,336389,368016,,,
,,,391286,469140,,,
,,,410942,553554,,,
,,,416489,646772,,,
,,,423597,727879,,,
,,,472271,869165,,,
,,,501971,956832,,,
,,,548589,037686,,,
,,,551747,156570,,,
,,,556785,256935,,,
,,,626805,370445,,,
,,,637064,473098,,,
,,,659264,555830,,,
,,,660601,652734,,,
,,,691436,756039,,,
,,,741145,871356,,,
,,,742479,956910,,,
,,,776482,045902,,,
,,,824558,158562,,,
,,,838048,264339,,,
,,,891086,381003,,,
,,,909451,473654,,,
,,,930445,576200,,,
,,,935129,661665,,,
,,,987480,767232,,,
,,,991231,880196,,,
,,,995441,957019,,,
,,,012831,057350,,,
,,,094926,161318,,,
,,,096068,273173,,,
,,,113052,392296,,,
,,,153857,476890,,,
,,,168258,594770,,,
,,,179428,669046,,,
,,,184822,769753,,,
,,,205719,889428,,,
,,,225252,959778,,,
,,,227645,080229,,,
,,,249924,177878,,,
,,,320448,275194,,,
,,,324279,403362,,,
,,,343412,490364,,,
,,,344299,600909,,,
,,,363301,672898,,,
,,,385619,791095,,,
,,,402699,904128,,,
,,,406761,962568,,,
,,,457774,081994,,,
,,,473779,182640,,,
,,,488004,287370,,,
,,,489544,418040,,,
,,,491982,517267,,,
,,,494859,605757,,,
,,,502899,677300,,,
,,,507823,801847,,,
,,,530533,909768,,,
,,,531903,963931,,,
,,,545363,091891,,,
,,,556797,183610,,,
,,,569693,327639,,,
,,,597372,422486,,,
,,,619638,520735,,,
,,,696151,623590,,,
,,,699045,681564,,,
,,,699351,812731,,,
,,,700678,921365,,,
,,,738614,979904,,,
,,,747300,111019,,,
,,,752838,226255,,,
,,,784547,328503,,,
,,,791708,427398,,,
,,,799774,540516,,,
,,,811564,640088,,,
,,,856703,693575,,,
,,,872674,816250,,,
,,,894569,926522,,,
,,,963014,983717,,,
,,,004014,010878,,,
,,,005469,013805,,,
,,,020245,018131,,,
,,,080054,035203,,,
,,,105007,039799,,,
,,,145747,045910,,,
,,,152321,052772,,,
,,,160135,059400,,,
,,,192008,062923,,,
,,,209825,077152,,,
,,,221625,079302,,,
,,,253321,079861,,,
,,,261765,087286,,,
,,,273668,095833,,,
,,,289049,129224,,,
,,,297660,139849,,,
,,,323413,140030,,,
,,,324057,149199,,,
,,,351860,174299,,,
,,,370737,189218,,,
,,,382500,193364,,,
,,,407510,207840,,,
,,,481649,212457,,,
,,,490891,213953,,,
,,,497574,223336,,,
,,,519027,242512,,,
,,,533989,250544,,,
,,,545196,267497,,,
,,,583167,268084,,,
,,,659108,271486,,,
,,,673202,283235,,,
,,,682368,295359,,,
,,,701993,303063,,,
,,,725861,318414,,,
,,,767028,319285,,,
,,,771733,324879,,,
,,,771901,329265,,,
,,,788059,331632,,,
,,,836655,339715,,,
,,,848260,344616,,,
,,,857009,345299,,,
,,,883053,357728,,,
,,,883072,360609,,,
,,,915169,376261,,,
,,,928684,383338,,,
,,,946689,385096,,,
,,,946819,392657,,,
,,,961151,417238,,,
,,,970248,421949,,,
,,,993426,437841,,,
,,,004706,451481,,,
,,,011805,451754,,,
,,,059663,462245,,,
,,,064672,472754,,,
,,,065751,498106,,,
,,,077653,509225,,,
,,,091939,551490,,,
,,,115223,557836,,,
,,,143923,567745,,,
,,,162727,576519,,,
,,,169308,602551,,,
,,,179116,615916,,,
,,,189124,624025,,,
,,,203214,630607,,,
,,,203427,636085,,,
,,,208976,644279,,,
,,,226774,663312,,,
,,,239220,687938,,,
,,,266210,694515,,,
,,,299815,711218,,,
,,,301890,717156,,,
,,,304431,720290,,,
,,,319218,726065,,,
,,,351255,735992,,,
,,,412833,742895,,,
,,,417030,756612,,,
,,,489498,760729,,,
,,,493726,768375,,,
,,,497492,772524,,,
,,,508703,781298,,,
,,,512673,795924,,,
,,,523629,804304,,,
,,,523774,814466,,,
,,,548195,814842,,,
,,,592568,824082,,,
,,,640290,824274,,,
,,,647409,833179,,,
,,,677204,853138,,,
,,,684813,854060,,,
,,,715120,883735,,,
,,,729201,916474,,,
,,,770824,919283,,,
,,,772397,928336,,,
,,,852517,932519,,,
,,,861826,948282,,,
,,,865111,958081,,,
,,,876426,963541,,,
,,,911331,971669,,,
,,,914217,978564,,,
,,,989644,988096,,,
,,,029840,469355,,,
,,,041968,014741,,,
,,,043067,609046,,,
,,,050472,467068,,,
,,,059884,675191,,,
,,,065548,333459,,,
,,,065946,976307,,,
,,,069013,690329,,,
,,,093084,061582,,,
,,,093991,579992,,,
,,,163668,405884,,,
,,,173550,776180,,,
,,,217102,986490,,,
,,,237482,436622,,,
,,,240720,414055,,,
,,,247840,429153,,,
,,,276406,575442,,,
,,,298579,160624,,,
,,,311222,498266,,,
,,,332466,183078,,,
,,,357481,166131,,,
,,,433401,448606,,,
,,,441568,857692,,,
,,,445463,181571,,,
,,,447517,894012,,,
,,,450730,752662,,,
,,,473310,669206,,,
,,,473719,143532,,,
,,,480458,232521,,,
,,,504983,621501,,,
,,,505216,925882,,,
,,,510056,313904,,,
,,,536604,360623,,,
,,,546997,204957,,,
,,,560428,636226,,,
,,,598336,560626,,,
,,,636369,041591,,,
,,,646501,645178,,,
,,,663555,645899,,,
,,,689623,681626,,,
,,,695046,490283,,,
,,,789882,175678,,,
,,,803054,566070,,,
,,,816821,151677,,,
,,,819580,778449,,,
,,,830883,988673,,,
,,,918055,566417,,,
,,,927600,432766,,,
,,,964029,922130,,,
,,,975994,388595,,,
,,,007825,617060,,,
,,,017114,929933,,,
,,,028078,090993,,,
,,,028608,426697,,,
,,,109806,825569,,,
